Address Number,Alpha Name,Or Ty,Contract Number,Fund ,Fund,Cst Ctr / Job,Cost Center / Job,Obj Acct,Obj Account Description,2nd Item Number,2nd Item Number,Extended Price,Amount Received,Amount Open
46732,HAZELWOOD INITIATIVE,OS,51424,40001,CAP PROJ - PROJ FUND,  0141005012,DISTRICT 5 NEIGHBORHOOD NEEDS,58101,GRANTS,566000,GRANTS,"5,000.00",0.00,"5,000.00"
65111,COMMUNITY ALLIANCE OF SPRING GARDEN,OS,51438,26010,CDBG FUND,  0223359150,COMMUNITY ALLIANCE FOR SPRING,58101,GRANTS,5150,19C.CDBG,"2,500.00",0.00,"2,500.00"
55247,BLOOMFIELD CITIZENS COUNCIL,OS,51443,26010,CDBG FUND,  0129864150,BLOOMFIELD CITIZEN'S COUNCIL,58101,GRANTS,5100,05.CDBG,"10,000.00",0.00,"10,000.00"
55247,BLOOMFIELD CITIZENS COUNCIL,OS,51443,26010,CDBG FUND,  0129864150,BLOOMFIELD CITIZEN'S COUNCIL,58101,GRANTS,5100,05.CDBG,"2,500.00",0.00,"2,500.00"
158721,ROSEDALE BLOCK CLUSTER,OS,51444,26010,CDBG FUND,  0224508100,ROSEDALE BLOCK CLUSTER,58101,GRANTS,5104,05D.CDBG,"5,000.00",0.00,"5,000.00"
158721,ROSEDALE BLOCK CLUSTER,OS,51444,26010,CDBG FUND,  0224508100,ROSEDALE BLOCK CLUSTER,58101,GRANTS,5104,05D.CDBG,"5,000.00",0.00,"5,000.00"
223538,NORTHSIDE COMMON MINISTRIES,OS,51459,40001,CAP PROJ - PROJ FUND,  0141001012,DISTRICT 1 NEIGHBORHOOD NEEDS,58101,GRANTS,566000,GRANTS,"2,000.00",0.00,"2,000.00"
63731,HILLTOP ALLIANCE,OS,51482,26010,CDBG FUND,  0130065150,HILLTOP ALLIANCE ALLENTOWN CDC,58101,GRANTS,5150,19C.CDBG,"2,500.00",0.00,"2,500.00"
277819,BRENTWOOD ECONOMIC DEV CORP/ECONOMIC DEV,OS,51519,26010,CDBG FUND,  1121000150,COMMUNITY BASED ORGANIZATIONS,58101,GRANTS,5150,19C.CDBG,"40,000.00",0.00,"40,000.00"
185236,HILL COMMUNITY DEVELOPMENT CORP.,OS,51521,26010,CDBG FUND,  1121000150,COMMUNITY BASED ORGANIZATIONS,58101,GRANTS,5150,19C.CDBG,"35,000.00",0.00,"35,000.00"
62738,PITTSBURGH COMMUNITY SVCS./SAFETY,OS,51492,26010,CDBG FUND,  0121391150,PGH. COM. SERVICE - SAFETY,58101,GRANTS,5101,05A.CDBG,"25,000.00",0.00,"25,000.00"
159791,SAINT CLAIR ATHLETIC ASSN.,OS,51498,26010,CDBG FUND,  0121272150,ST. CLAIR ATHLETIC ASSOCIATION,58101,GRANTS,5101,05A.CDBG,"4,000.00",0.00,"4,000.00"
21337,KINGSLEY ASSOCIATION,OS,51525,26010,CDBG FUND,  0123306120,LARIMER GREEN,58101,GRANTS,5101,05A.CDBG,"2,000.00",0.00,"2,000.00"
21337,KINGSLEY ASSOCIATION,OS,51525,26010,CDBG FUND,  0123306120,LARIMER GREEN,58101,GRANTS,5101,05A.CDBG,"2,000.00",0.00,"2,000.00"
21337,KINGSLEY ASSOCIATION,OS,51525,26010,CDBG FUND,  0123306120,LARIMER GREEN,58101,GRANTS,5101,05A.CDBG,"2,000.00",0.00,"2,000.00"
21337,KINGSLEY ASSOCIATION,OS,51525,26010,CDBG FUND,  0123306120,LARIMER GREEN,58101,GRANTS,5101,05A.CDBG,"2,500.00",0.00,"2,500.00"
21337,KINGSLEY ASSOCIATION,OS,51525,26010,CDBG FUND,  0123306120,LARIMER GREEN,58101,GRANTS,5101,05A.CDBG,"2,500.00",0.00,"2,500.00"
279460,ALLEGHENY CITY CENTRAL ASSN.,OS,51531,26010,CDBG FUND,  0130098150,ALLEGHENY CITY CENTRAL ASSOCIA,58101,GRANTS,5101,05A.CDBG,"6,239.00",0.00,"6,239.00"
276520,WESLEY A.M.E. CHARITIES,OS,51538,26010,CDBG FUND,  0123201130,WESLEY AME CHARITIES,58101,GRANTS,5100,05.CDBG,"2,000.00",0.00,"2,000.00"
276520,WESLEY A.M.E. CHARITIES,OS,51538,26010,CDBG FUND,  0123201130,WESLEY AME CHARITIES,58101,GRANTS,5100,05.CDBG,"2,000.00",0.00,"2,000.00"
242481,"HILL INTERNATIONAL, INC.",OS,50585,40015,Project Fund 2015 Bond Issue,  4026736309,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","7,522.80",0.00,"7,522.80"
304977,COMMONWEALTH OF PA.- PENN.D.O.T.,OS,51544,40014,2014 PAYGO,  4023101114,BRIDGE REPAIRS,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,250.00",0.00,"1,250.00"
304977,COMMONWEALTH OF PA.- PENN.D.O.T.,OS,51553,40015,Project Fund 2015 Bond Issue,  4030092015,PENNDOT LOCAL SHARE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,000.00",0.00,"4,000.00"
304977,COMMONWEALTH OF PA.- PENN.D.O.T.,OS,51554,26010,CDBG FUND,  4067420140,AUDIBLE TRAFFIC SIGNALS & TRAF,58101,GRANTS,5088,03K.CDBG,"4,000.00",0.00,"4,000.00"
322843,TRANSCORE,OS,51552,40012,Project Fund-2012 Bond,  4026745212,CITY SIGNAL UPDATE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","20,000.00",0.00,"20,000.00"
322843,TRANSCORE,OS,51552,40012,Project Fund-2012 Bond,  4026745212,CITY SIGNAL UPDATE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","274,750.00",0.00,"274,750.00"
322843,TRANSCORE,OS,51552,26010,CDBG FUND,  4026745212,CITY SIGNAL UPDATE,58101,GRANTS,5088,03K.CDBG,"99,090.02",0.00,"99,090.02"
322843,TRANSCORE,OS,51552,40114,TIP PROJECTS,  4026745212,CITY SIGNAL UPDATE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","376,360.07",0.00,"376,360.07"
315168,"SMITHGALL, BENJAMIN",OS,51508,11101,GENERAL FUND,      102200,OFFICE OF MANAGEMENT AND BUDGE,53509,COMPUTER MAINTANACE,1156,CONSULTING SERVICES,"15,000.00",0.00,"15,000.00"
1145,MACKIN ENGINEERING CO.,OS,50561,40015,Project Fund 2015 Bond Issue,  4435200100,NEIGHBORHOOD STREET IMPROV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL",272.64,0.00,272.64
323838,WONDERWARE INC. d/b/a CORE BUSINESS,OS,51582,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5021,SOFTWARE LICENSE & PRODUCT,"70,538.00",0.00,"70,538.00"
214857,SPRING HILL CIVIC LEAGUE,OS,51587,26010,CDBG FUND,  0121267150,SPRING HILL CIVIC LEAGUE- CC,58101,GRANTS,5100,05.CDBG,"5,000.00",0.00,"5,000.00"
331538,POLISH HILL CIVIC ASSOCIATION,OS,51591,26010,CDBG FUND,  0125010150,POLISH HILL CIVIC ASSOCIATION,58101,GRANTS,5150,19C.CDBG,"10,000.00",0.00,"10,000.00"
275573,COMMUNITY DESIGN CENTER OF PITTSBURGH,OS,51605,26010,CDBG FUND,  1156900150,CITIZEN PARTICIPATION,58101,GRANTS,5157,21A.CDBG,"35,000.00",0.00,"35,000.00"
304977,COMMONWEALTH OF PA.- PENN.D.O.T.,OS,51608,40015,Project Fund 2015 Bond Issue,  4030092015,PENNDOT LOCAL SHARE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,193.42",0.00,"4,193.42"
309499,"STRONG WOMEN, STRONG GIRLS",OS,51627,26010,CDBG FUND,  0123279140,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5104,05D.CDBG,"6,500.00",0.00,"6,500.00"
327020,COUNTY OF ALLEGHENY- DEPT. OF PUBLIC,OS,51635,40015,Project Fund 2015 Bond Issue,  4030092015,PENNDOT LOCAL SHARE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,334.73",0.00,"9,334.73"
242481,"HILL INTERNATIONAL, INC.",OS,50585,40114,TIP PROJECTS,  4026736309,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","59,846.33",0.00,"59,846.33"
242481,"HILL INTERNATIONAL, INC.",OS,50585,29040,GRANTS FUND,  4026736309,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","30,153.87",0.00,"30,153.87"
266091,NORFOLK SOUTHERN RAILWAY CO.,OS,51645,40001,CAP PROJ - PROJ FUND,  4030130009,WEST OHIO STREET BRIDGE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","15,164.00",0.00,"15,164.00"
208474,"GROUND TECHNOLOGY, INC.",OS,46464,28003,ARAD-PUBLIC WORKS,  4024500011,PARK RECONSTRUCTION PROG- EC,53901,PROFESSIONAL SERVICES - CONVER,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,692.50",0.00,"8,692.50"
304977,COMMONWEALTH OF PA.- PENN.D.O.T.,OS,49987,40011,CAPITAL PROJECTS - 2006 BOND,  4026743911,MC FARREN ST/9 MILE RUN BRIDGE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,000.00",0.00,"2,000.00"
332304,CORP. FOR NATIONAL & COMMUNITY SERVICE,OS,51682,29040,GRANTS FUND,  0229400154,ALLIES FOR CHILDREN AMERICORPS,58101,GRANTS,566000,GRANTS,"11,676.00",0.00,"11,676.00"
87265,CARRICK COMMUNITY COUNCIL,OS,51655,26010,CDBG FUND,  0223317150,CARRICK COMMUNITY COUNCIL,58101,GRANTS,5156,20.CDBG,"5,000.00",0.00,"5,000.00"
87265,CARRICK COMMUNITY COUNCIL,OS,51655,26010,CDBG FUND,  0223317150,CARRICK COMMUNITY COUNCIL,58101,GRANTS,5156,20.CDBG,"5,000.00",0.00,"5,000.00"
21337,KINGSLEY ASSOCIATION,OS,51667,26010,CDBG FUND,  0123279130,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5156,20.CDBG,"10,000.00",0.00,"10,000.00"
278871,"ECIVIS, INC.",OS,51049,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5018,SOFTWARE DEVELOPMENT/MAINTENAN,"36,609.00",0.00,"36,609.00"
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","49,405.62",0.00,"49,405.62"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","22,277.92",0.00,"22,277.92"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","11,770.92",0.00,"11,770.92"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","17,260.64",0.00,"17,260.64"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","17,769.94",0.00,"17,769.94"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,962.45",0.00,"3,962.45"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,26010,CDBG FUND,  4024100213,PLAY AREA IMPROVEMENT,58101,GRANTS,5083,03F.CDBG,"29,900.00",0.00,"29,900.00"
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",515.02,0.00,515.02
320459,SOF SURFACES INC,OS,50564,40014,2014 PAYGO,  4045000130,PARK RECONSTRUCTION PROG - EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,446.70",0.00,"6,446.70"
63811,YMCA OF PITTSBURGH- ALLEGHENY BRANCH,OS,51695,26010,CDBG FUND,  0223238150,YMCA ALLEGHENY,58101,GRANTS,5100,05.CDBG,"2,500.00",0.00,"2,500.00"
196610,"COMMUNITY EMPOWERMENT ASSN., INC.",OS,51693,26010,CDBG FUND,  0229838150,COMMUNITY EMPOWERMENT ASSOCIAT,58101,GRANTS,5108,05H.CDBG,"5,000.00",0.00,"5,000.00"
295412,NATL. CHURCH RESIDENCES/RIVERVIEW MANOR,OS,51701,26010,CDBG FUND,  0123054150,Riverview Manor,58101,GRANTS,5101,05A.CDBG,"2,500.00",0.00,"2,500.00"
1490,"TROY HILL CITIZENS, INC.",OS,51703,40001,CAP PROJ - PROJ FUND,  0141001012,DISTRICT 1 NEIGHBORHOOD NEEDS,58101,GRANTS,566000,GRANTS,"5,000.00",0.00,"5,000.00"
268808,COUNTY OF ALLEGHENY,OS,51749,40014,2014 PAYGO,  4023101114,BRIDGE REPAIRS,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,773.16",0.00,"2,773.16"
194809,LINDY PAVING,OS,51741,40015,Project Fund 2015 Bond Issue,  4024100216,PLAY AREA IMPROVEMENTS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,225.30",0.00,"10,225.30"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","19,780.00",0.00,"19,780.00"
166495,A. FOLINO CONSTRUCTION INC,OS,51147,40015,Project Fund 2015 Bond Issue,  4024500014,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","22,141.00",0.00,"22,141.00"
320459,SOF SURFACES INC,OS,51543,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","34,881.21",0.00,"34,881.21"
320916,INTERFACE STUDIO L.L.C.,OS,51535,40011,CAPITAL PROJECTS - 2006 BOND,  1130087009,UPTOWN PLANNING STUDY,53537,FEASIBILITY STUDY,5215,ENGINEERING STUDIES,"108,899.73",0.00,"108,899.73"
320916,INTERFACE STUDIO L.L.C.,OS,51535,29040,GRANTS FUND,  1130087009,UPTOWN PLANNING STUDY,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"75,000.00",0.00,"75,000.00"
278617,"SSM INDUSTRIES, INC.",OS,50894,40015,Project Fund 2015 Bond Issue,  4026750014,BUILDING IMPROVEMENTS PLAN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,927.43",0.00,"8,927.43"
278617,"SSM INDUSTRIES, INC.",OS,50894,40015,Project Fund 2015 Bond Issue,  4026750014,BUILDING IMPROVEMENTS PLAN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","33,072.57",0.00,"33,072.57"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40012,Project Fund-2012 Bond,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","50,000.00",0.00,"50,000.00"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40014,2014 PAYGO,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","7,321.77",0.00,"7,321.77"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","50,000.00",0.00,"50,000.00"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,200.32",0.00,"5,200.32"
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",663.00,0.00,663.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",929.00,0.00,929.00
327020,COUNTY OF ALLEGHENY- DEPT. OF PUBLIC,OS,51755,40015,Project Fund 2015 Bond Issue,  4023101115,BRIDGE REPAIRS,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","56,000.00",0.00,"56,000.00"
278617,"SSM INDUSTRIES, INC.",OS,50894,40015,Project Fund 2015 Bond Issue,  4026750014,BUILDING IMPROVEMENTS PLAN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,000.00",0.00,"9,000.00"
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,51668,40015,Project Fund 2015 Bond Issue,  4024200016,SWIMMING POOL REHABILITATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,655.48",0.00,"2,655.48"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40014,2014 PAYGO,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,027.50",0.00,"9,027.50"
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","11,466.00",0.00,"11,466.00"
247716,"RENAISSANCE 3 ARCHITECTS, P.C.",OS,50708,28033,MELLON PARK TENNIS TF,  4026739913,ARCHITECTURAL ENGINEERING SERV,54201,MAINTENANCE,525100,MAINTENANCE,"2,300.00",0.00,"2,300.00"
352161,"MAXIMUS CONSULTING SERVICES, INC.",OS,51769,11101,GENERAL FUND,      107000,FINANCE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"33,000.00",0.00,"33,000.00"
63861,PARKING LOT PAINTING COMPANY,OS,51637,40116,2016 PAYGO,  4026900116,STREET RESURFACING,54201,MAINTENANCE,1475,ROAD.STREET.STEPS.STAIRS.REPAI,"17,991.00",0.00,"17,991.00"
85007,JEFFREY ASSOCIATES,OS,51366,40014,2014 PAYGO,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","17,814.00",0.00,"17,814.00"
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","23,700.00",0.00,"23,700.00"
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","22,437.00",0.00,"22,437.00"
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51263,26010,CDBG FUND,  4022003513,"WALL, STEP AND FENCE PROGRAM",58101,GRANTS,5077,03.CDBG,"28,190.62",0.00,"28,190.62"
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51263,26010,CDBG FUND,  4022003513,"WALL, STEP AND FENCE PROGRAM",58101,GRANTS,5083,03F.CDBG,"7,119.38",0.00,"7,119.38"
70058,"GENERAL RECREATION, INC.",OS,495357,40015,Project Fund 2015 Bond Issue,  4024500011,PARK RECONSTRUCTION PROG- EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","109,187.00",0.00,"109,187.00"
157471,GRACIANO CORP.,OS,50778,28045,SCHENLEY PARK RINK TF,  4022003513,"WALL, STEP AND FENCE PROGRAM",54201,MAINTENANCE,525100,MAINTENANCE,"48,339.05",0.00,"48,339.05"
8250,BOYS & GIRLS CLUBS OF WESTERN PA,OS,49251,28050,SENIOR CITIZENS PROG TF,  5000285000,SENIOR CITEZENS PROG TF,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"13,200.00",0.00,"13,200.00"
288198,GARLAND/DBS INC.,OS,51180,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","150,000.00",0.00,"150,000.00"
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,58101,GRANTS,5078,03A.CDBG,"18,212.00",0.00,"18,212.00"
288198,GARLAND/DBS INC.,OS,51180,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","32,923.00",0.00,"32,923.00"
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","57,427.47",0.00,"57,427.47"
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","39,509.66",0.00,"39,509.66"
296614,HOMEWOOD RENAISSANCE ASSN.,OS,51788,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00",0.00,"1,000.00"
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,754.94",0.00,"1,754.94"
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40014,2014 PAYGO,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,512.93",0.00,"8,512.93"
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","50,000.00",0.00,"50,000.00"
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",840.00,0.00,840.00
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","15,970.66",0.00,"15,970.66"
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,000.00",0.00,"5,000.00"
359419,"APPLY4 TECHNOLOGY, L.L.C.",OS,51796,11101,GENERAL FUND,      500000,PARKS AND RECREATION,53509,COMPUTER MAINTANACE,5018,SOFTWARE DEVELOPMENT/MAINTENAN,"18,390.00",0.00,"18,390.00"
305304,"MICHAEL BAKER, JR., INC.",OS,47868,40001,CAP PROJ - PROJ FUND,  4033059050,WEST OHIO STREET BRIDGE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","104,143.10",0.00,"104,143.10"
305304,"MICHAEL BAKER, JR., INC.",OS,47868,26010,CDBG FUND,  4033059050,WEST OHIO STREET BRIDGE,58101,GRANTS,5077,03.CDBG,"5,481.21",0.00,"5,481.21"
279002,PITTSBURGH PARKS CONSERVANCY,OS,51801,26010,CDBG FUND,  0223243120,PITTSBURGH PARKS CONSERVANCY,58101,GRANTS,5083,03F.CDBG,"15,084.67",0.00,"15,084.67"
279002,PITTSBURGH PARKS CONSERVANCY,OS,51801,26010,CDBG FUND,  0223243120,PITTSBURGH PARKS CONSERVANCY,58101,GRANTS,5083,03F.CDBG,"2,500.00",0.00,"2,500.00"
279002,PITTSBURGH PARKS CONSERVANCY,OS,51801,26010,CDBG FUND,  0223243120,PITTSBURGH PARKS CONSERVANCY,58101,GRANTS,5083,03F.CDBG,"6,000.00",0.00,"6,000.00"
279002,PITTSBURGH PARKS CONSERVANCY,OS,51801,26010,CDBG FUND,  0223243120,PITTSBURGH PARKS CONSERVANCY,58101,GRANTS,5083,03F.CDBG,"7,500.00",0.00,"7,500.00"
247716,"RENAISSANCE 3 ARCHITECTS, P.C.",OS,50708,40015,Project Fund 2015 Bond Issue,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","37,106.00",0.00,"37,106.00"
205055,SAI CONSULTING ENGINEERS INC,OS,51805,40015,Project Fund 2015 Bond Issue,  4030099016,"DESIGN, CONSTRUCTION, AND INSP",54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,000.00",0.00,"10,000.00"
253016,POWERS CONTRACTING CO.,OS,51815,40015,Project Fund 2015 Bond Issue,  4026711116,AUDIBLE TRAFFIC SIGNALS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","239,709.00",0.00,"239,709.00"
58939,CDR MAGUIRE INC,OS,51794,40015,Project Fund 2015 Bond Issue,  4030099016,"DESIGN, CONSTRUCTION, AND INSP",54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,000.00",0.00,"10,000.00"
205055,SAI CONSULTING ENGINEERS INC,OS,51805,40015,Project Fund 2015 Bond Issue,  4030099016,"DESIGN, CONSTRUCTION, AND INSP",54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","58,580.48",0.00,"58,580.48"
156048,SARGENT ELECTRIC,OS,51237,29040,GRANTS FUND,  4020060130,DISABLED & PUB SIDEWALK - EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","94,864.00",0.00,"94,864.00"
288198,GARLAND/DBS INC.,OS,51180,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","7,483.00",0.00,"7,483.00"
63861,PARKING LOT PAINTING COMPANY,OS,51637,40116,2016 PAYGO,  4026900116,STREET RESURFACING,54201,MAINTENANCE,1475,ROAD.STREET.STEPS.STAIRS.REPAI,"3,400.00",0.00,"3,400.00"
