Contract Type,Agreement #,JDE Vendor #,Submitting Department/Division,Vendor Name,Start Date,End Date,Executive Action #,Box #,Transaction Type,Year,Requestor Email,Contract Status,OK to Show Web
OU,177796,126594,HUMAN SERVICES,ECHO INTERNATIONAL,7/1/2015,6/30/2016,6040-15,259,,,,CONTRACT REVIEW,Y
OU,177801,123252,HUMAN SERVICES,BETHESDA CHILDRENS HOME,7/1/2015,6/30/2016,6088-15,259,,,,CONTRACT REVIEW,Y
OU,177695,129131,HUMAN SERVICES,HUMAN SERVICES ADMIN ORG,7/1/2015,6/30/2016,6048-15,259,,,,CONTRACT REVIEW,Y
OU,177694,133735,HUMAN SERVICES,METZ  ASSOCIATES,7/1/2015,6/30/2016,5839-15,259,,,,CONTRACT REVIEW,Y
OU,177713,141007,HUMAN SERVICES,WOMANSPACE EAST  INC,7/1/2015,6/30/2016,6052-15,259,,,,CONTRACT REVIEW,Y
OU,177697,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,5839-15,259,,,,CONTRACT REVIEW,Y
OU,177814,142657,HUMAN SERVICES,DIVERSIFIED CARE MANAGEMENT LL,7/1/2015,6/30/2016,6136-15,259,,,,CONTRACT REVIEW,Y
OU,177811,138341,HUMAN SERVICES,SMALL SEEDS DEVELOPMENT,7/1/2015,6/30/2016,6050-15,259,,,,CONTRACT REVIEW,Y
OU,177808,135761,HUMAN SERVICES,PEOPLES OAKLAND,7/1/2015,6/30/2016,6051-15,259,,,,CONTRACT REVIEW,Y
OU,177798,121677,HUMAN SERVICES,AHEDD,7/1/2015,6/30/2016,5951-15,259,,,,CONTRACT REVIEW,Y
OU,177774,135180,HUMAN SERVICES,PA  ASSOC  OF AREA AGENCIES ON,7/1/2015,6/30/2016,5998-15,259,,,,CONTRACT REVIEW,Y
OU,177775,1827823,HUMAN SERVICES,OTOOLE CHRISTINE H,7/1/2015,6/30/2016,6028-15,259,,,,CONTRACT REVIEW,Y
OU,177789,132520,HUMAN SERVICES,MANCHESTER YOUTH DEVELOPMENT C,7/1/2015,6/30/2015,6051-15,259,,,,CONTRACT REVIEW,Y
OU,177770,2199064,HUMAN SERVICES,HANLEY COPORATION DBA RIGHT AT,7/1/2015,6/30/2016,6115-15,259,,,,CONTRACT REVIEW,Y
OU,177769,128402,HUMAN SERVICES,PHOENIX-WASHINGTON INC DBA GRE,7/1/2015,6/30/2016,5982-15,259,,,,CONTRACT REVIEW,Y
OU,177767,2007068,HUMAN SERVICES,CLEAN AND SOBER HUMANS ASSOC I,7/1/2015,6/30/2016,6088-15,259,,,,CONTRACT REVIEW,Y
OU,177341,128308,ECONOMIC DEVELOPMENT,GOODWILL OF SOUTHWESTERN PENNS,7/1/2015,6/30/2016,5931-15,258,,,,CONTRACT REVIEW,Y
OU,177562,139020,HUMAN SERVICES,TADISO INC,7/1/2015,6/30/2016,5982-15,258,,,,CONTRACT REVIEW,Y
OU,177563,134643,HUMAN SERVICES,NEIGHBORHOOD LEGAL SERVICES,7/1/2015,6/30/2016,5784-15,258,,,,CONTRACT REVIEW,Y
OU,177564,571964,HUMAN SERVICES,AUTOMATED SECURITY ALERT,7/1/2015,6/30/2016,6024-15,258,,,,CONTRACT REVIEW,Y
OU,177545,136487,HUMAN SERVICES,RANKIN CHRISTIAN CENTER,7/1/2015,6/30/2016,5927-15,258,,,,CONTRACT REVIEW,Y
OU,177542,124178,HUMAN SERVICES,CCBHO,7/1/2015,6/30/2016,5982-15,258,,,,CONTRACT REVIEW,Y
OU,177560,128382,HUMAN SERVICES,GREAT LAKES BEHAVIORAL RESEARC,7/1/2015,6/30/2016,6019-15,258,,,,CONTRACT REVIEW,Y
OU,177536,139767,HUMAN SERVICES,TRCIL SERVICES INC,7/1/2015,6/30/2016,5786-15,258,,,,CONTRACT REVIEW,Y
OU,177527,124214,HUMAN SERVICES,CENTER FOR HEARING AND DEAF SE,7/1/2015,6/30/2016,5951-15,258,,,,CONTRACT REVIEW,Y
OU,177525,139318,HUMAN SERVICES,WOODS SERVICES,7/1/2015,6/30/2016,5951-15,258,,,,CONTRACT REVIEW,Y
OU,177569,1425927,HUMAN SERVICES,CENTRAL OUTREACH RESOURCE AND,7/1/2015,6/30/2016,6021-15,258,,,,CONTRACT REVIEW,Y
OU,177522,125881,HUMAN SERVICES,DEVEREUX FOUNDATION,7/1/2015,6/30/2016,5951-15,258,,,,CONTRACT REVIEW,Y
OU,177524,1069865,HUMAN SERVICES,ACHIEVA,7/1/2015,6/30/2016,5951-15,258,,,,CONTRACT REVIEW,Y
OU,177565,134358,HUMAN SERVICES,NAMI SOUTHWESTERN PA,7/1/2015,6/30/2016,6051-15,258,,,,CONTRACT REVIEW,Y
OU,177567,809995,HUMAN SERVICES,GOVE GROUP INC.,7/1/2015,6/30/2016,,258,,,,CONTRACT REVIEW,Y
OJ,177268,555555,NON-DEPT EXPENDITURES,CONSTRUCTION GENERAL LABORERS,7/1/2015,7/1/2015,6119-15,258,,,,CONTRACT REVIEW,Y
OU,177550,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6088-15,258,,,,CONTRACT REVIEW,Y
OU,177551,135995,HUMAN SERVICES,THE PITTSBURGH CULTURAL TRUST,7/1/2015,6/30/2016,5998-15,258,,,,CONTRACT REVIEW,Y
OU,177557,1351895,HUMAN SERVICES,INTEGRATED CARE CORP,7/1/2015,6/30/2016,5950-15,258,,,,CONTRACT REVIEW,Y
OU,177288,572330,HUMAN SERVICES,PITTSBURGH CIVIC LIGHT OPERA,7/1/2015,6/30/2016,5998-15,258,,,,CONTRACT REVIEW,Y
OU,177284,1368710,HUMAN SERVICES,NOWALK MARY PATRICIA,7/1/2015,6/30/2016,5785-15,258,,,,CONTRACT REVIEW,Y
OU,177283,1828299,HUMAN SERVICES,AUTISM SOCIETY OF PITTSBURGH I,7/1/2015,6/30/2016,5982.15,258,,,,CONTRACT REVIEW,Y
OU,177293,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,7/1/2015,6/30/2016,5842-15,258,,,,CONTRACT REVIEW,Y
OU,177287,139189,HUMAN SERVICES,EARLY LEARNING INST,7/1/2015,6/30/2016,5950-15,258,,,,CONTRACT REVIEW,Y
OU,177265,1619182,COURT OF COMMON PLEAS,PITTSBURGH PENQUINS LP,7/1/2015,6/30/2016,5875-15,258,,,,CONTRACT REVIEW,Y
OU,177278,129132,HUMAN SERVICES,HUMAN SERVICES CENTER CORP,7/1/2015,6/30/2016,6052-15,258,,,,CONTRACT REVIEW,Y
OU,177291,1452409,HUMAN SERVICES,SOUTHWESTERN SENIOR CARE LLC,7/1/2015,6/30/2016,5814-15,258,,,,CONTRACT REVIEW,Y
OU,177289,135186,HUMAN SERVICES,PA RESIDENTIAL DEVELOPERS,7/1/2015,6/30/2016,5839-15,258,,,,CONTRACT REVIEW,Y
OU,177133,134590,COURT OF COMMON PLEAS,NATIONAL COUNCIL OF JEWISH WOM,7/1/2015,6/30/2016,5853-15,257,,,,CONTRACT REVIEW,Y
OJ,177183,2138852,POLICE,INSURANCE FRAUD PREVENTION AUT,7/1/2015,6/30/2016,5970-15,257,,,,CONTRACT REVIEW,Y
OU,177131,124159,HUMAN SERVICES,CATHOLIC YOUTH ASSN,7/1/2015,6/30/2016,5788-15,257,,,,CONTRACT REVIEW,Y
OU,177116,1425931,HUMAN SERVICES,PAULA TEACHER  ASSOCIATES INC,7/1/2015,6/30/2016,5883-15,257,,,,CONTRACT REVIEW,Y
OU,177111,916485,HUMAN SERVICES,CONCORDIA VISITING NURSES,7/1/2015,6/30/2016,,257,,,,CONTRACT REVIEW,Y
OU,177113,140745,HUMAN SERVICES,WILKINSBURG COMMUNITY,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,177127,1603454,HUMAN SERVICES,DOLLAR BANK FSB,7/1/2015,6/30/2016,5785-15,257,,,,CONTRACT REVIEW,Y
OU,177117,136064,HUMAN SERVICES,PLUM BORO COMMUNITY CTR,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,177121,136044,HUMAN SERVICES,BLIND  VISION REHABILITATION,7/1/2015,6/30/2016,5905-15,257,,,,CONTRACT REVIEW,Y
OU,177109,124169,HUMAN SERVICES,CATZ CONSULTING ASSOCIATES INC,7/1/2015,6/30/2016,5788-15,257,,,,CONTRACT REVIEW,Y
PI,48520,CITY ONLY,PURCHASING,ALLEGHENY FENCE CONST CO,7/1/2015,6/30/2017,,257,,,,CONTRACT REVIEW,Y
OU,176865,134914,HUMAN SERVICES,NUTRITION INC,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176867,121991,HUMAN SERVICES,ALLENTOWN SR CITIZENS CTR,7/1/2015,6/30/2016,5788-15,257,,,,CONTRACT REVIEW,Y
OU,176858,131933,HUMAN SERVICES,LIFESPAN INC,7/1/2015,6/30/2016,5787-15,257,,,,CONTRACT REVIEW,Y
OU,176857,130192,HUMAN SERVICES,JEWISH ASSOC ON AGING,7/1/2015,6/30/2016,5787-15,257,,,,CONTRACT REVIEW,Y
OU,176799,123563,COURT OF COMMON PLEAS,BRANDYWINE AGENCY,7/1/2015,6/30/2025,5561-15,257,,,,CONTRACT REVIEW,Y
OU,176877,126576,HUMAN SERVICES,EASTERN AREA ADULT SERVICES IN,7/1/2015,6/30/2016,5784-15,257,,,,CONTRACT REVIEW,Y
OU,176885,136710,HUMAN SERVICES,RESIDENTIAL RESOURCES INC,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176888,580461,HUMAN SERVICES,JEWISH COM CTR,7/1/2015,6/30/2016,5787-15,257,,,,CONTRACT REVIEW,Y
OU,176870,777762,HUMAN SERVICES,SARAH ADULT DAY SERVICES,7/1/2015,6/30/2016,5787-15,257,,,,CONTRACT REVIEW,Y
OU,176859,566359,HUMAN SERVICES,MEDLINE SUPPORT DBA RIGHT AT H,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176826,1814654,HUMAN SERVICES,SOUTHWESTERN PENNSYLVANIA AREA,7/1/2015,6/30/2016,583915,257,,,,CONTRACT REVIEW,Y
OU,176824,1425932,HUMAN SERVICES,INDEPENDENCE PROFESSIONALS LLC,7/1/2015,6/30/2016,588315,257,,,,CONTRACT REVIEW,Y
PI,48577,199039,PURCHAISNG,EXPORT FUEL CO,7/1/2015,9/30/2015,,257,,,,CONTRACT REVIEW,Y
OU,176820,142320,HUMAN SERVICES,RENAISSANCE HOME CARE INC,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176817,136953,HUMAN SERVICES,RIVERVIEW COMM ACT  CORP,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176815,127343,HUMAN SERVICES,EFCC ACQUISITION CORP DBA EXTE,7/1/2015,6/30/2016,5787-15,257,,,,CONTRACT REVIEW,Y
OU,176813,135081,HUMAN SERVICES,P R N HEALTH SRV INC,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176810,140024,HUMAN SERVICES,URSULINE SUPPORT SERVICES,7/1/2015,6/30/2016,5839-15,257,,,,CONTRACT REVIEW,Y
OU,176804,131132,COURT OF COMMON PLEAS,GIBSON KATHRYN,7/1/2015,6/30/2016,574215,257,,,,CONTRACT REVIEW,Y
OU,176494,139296,HUMAN SERVICES,HOME HEALTH SERV BY THE THORNE,7/1/2015,6/30/2016,,257,,,,CONTRACT REVIEW,Y
OU,176262,930479,HUMAN SERVICES,ELDER RESOURCE MANAGEMENT DBA,7/1/2015,6/30/2016,578615,256,,,,CONTRACT REVIEW,Y
PI,47844,CITY ONLY,PURCHASING,ALLEGHENY CITY ELECTRIC,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
PI,48116,CITY ONLU,PURCHASING,RIVERSIDE SALES CORP,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
OU,175709,1077110,COURT OF COMMON PLEAS,WASHINGTON CENTER PROPERTIES L,7/1/2015,6/30/2025,5512-15,256,,,,CONTRACT REVIEW,Y
PI,48494,CITY ONLY,PURCHASING,SMG-DABID L LAWRENCE CONVENTION CENTER,7/1/2015,6/30/2017,,256,,,,CONTRACT REVIEW,Y
PI,48343,CITY ONLY,PURCHASING,MR.MAGIC CAR WASH,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
PI,48015,CITY ONLY,PURCHASING,ALLIED COMMUNICATIONS,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
PI,48339,CITY ONLY,PURCHAISNG,WHITYE'S MOBILE WASH INC,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
PI,48349,CITY ONLY,PURCHASING,FRNAK BRYAN INC,7/1/2015,6/30/2016,,256,,,,CONTRACT REVIEW,Y
OU,173064,123253,HUMAN SERVICES,BETHLEHEM HAVEN,7/1/2015,6/30/2016,5223-15,253,,,,CONTRACT REVIEW,Y
OU,172608,1432070,HUMAN SERVICES,SOJOURNER HOUSE MOMS,7/1/2015,6/30/2016,5211-15,252,,,,CONTRACT REVIEW,Y
OU,172505,1432070,HUMAN SERVICES,SOJOURNER HOUSE MOMS,7/1/2015,6/30/2016,,252,,,,CONTRACT REVIEW,Y
OU,172500,1432070,HUMAN SERVICES,SOJOURNER HOUSE MOMS,7/1/2015,6/30/2016,5211-15,252,,,,CONTRACT REVIEW,Y
,,,,,7/1/2015,6/30/2016,,,,,,CONTRACT REVIEW,Y
OS,176795,131572,PUBLIC WORKS CAPITAL,THE LANE CONSTRUCTION CORP,7/6/2015,12/3/2015,6665-15,270,,,,CONTRACT REVIEW,Y
OS,176795,131572,PUBLIC WORKS CAPITAL,THE LANE CONSTRUCTION CORP,7/6/2015,12/3/2015,5778-15,257,,,,CONTRACT REVIEW,Y
OJ,181289,555555,PUBLIC WORKS CAPITAL,PENNDOT,7/7/2015,7/7/2016,6236-15,269,,,,CONTRACT REVIEW,Y
OJ,179264,555555,PUBLIC WORKS OPERATING,DUQUESNE LIGHT,7/10/2015,7/10/2025,6303-15,264,,,,CONTRACT REVIEW,Y
OU,48582,957101,HEALTH,INTER-MOUNTAIN LABORATORIES IN,7/13/2015,7/12/2016,6410-15,269,,,,CONTRACT REVIEW,Y
OU,48575,136403,HEALTH,R J LEE GROUP INC,7/13/2015,7/12/2016,6410-15,269,,,,CONTRACT REVIEW,Y
PI,48575,136403,PURCHASING,R J LEE GROUP,7/13/2015,7/12/2016,,268,,,,CONTRACT REVIEW,Y
OS,178624,816761,PUBLIC WORKS CAPITAL,PUGLIANO CONSTRUCTION CO. INC.,7/14/2015,12/7/2015,5850-15,270,,,,CONTRACT REVIEW,Y
OS,177719,2203037,FACILITIES MANAGEMENT,RIGHT ELECTRIC INC,7/14/2015,12/7/2015,5959-15,270,,,,CONTRACT REVIEW,Y
OS,177719,2203037,FACILITIES MANAGEMENT,RIGHT ELECTRIC INC,7/14/2015,12/7/2015,5959-15,270,,,,CONTRACT REVIEW,Y
OS,177719,2203037,FACILITIES MANAGEMENT,RIGHT ELECTRIC INC,7/14/2015,12/7/2015,5959-15,270,,,,CONTRACT REVIEW,Y
OS,178624,816761,PUBLIC WORKS CAPITAL,PUGLIANO CONSTRUCTION CO. INC.,7/14/2015,11/11/2015,5850-15,262,,,,CONTRACT REVIEW,Y
OU,178079,1436169,NON-DEPT EXPENDITURES,AMERICAN CIVIL LIBERTIES FOUND,7/14/2015,7/14/2015,6224-15,260,,,,CONTRACT REVIEW,Y
OS,177719,2203037,FACILITIES MANAGEMENT,RIGHT ELECTRIC INC,7/14/2015,11/11/2015,5959-15,259,,,,CONTRACT REVIEW,Y
OS,177274,1953248,PUBLIC WORKS CAPITAL,SWANK CONSTRUCTION COMPANY LLC,7/15/2015,12/7/2015,5806-15,269,,,,CONTRACT REVIEW,Y
OU,179537,562839,ADMINISTRATIVE SERVICES,RENDA BROADCASTING CORP DBA WS,7/15/2015,7/14/2016,6323-15,266,,,,CONTRACT REVIEW,Y
OU,179263,123549,ECONOMIC DEVELOPMENT,BRADLEY CENTER INC,7/15/2015,6/30/2016,6247-15,264,,,,CONTRACT REVIEW,Y
OS,177274,1953248,PUBLIC WORKS CAPITAL,SWANK CONSTRUCTION COMPANY LLC,7/15/2015,11/12/2015,5806-15,258,,,,CONTRACT REVIEW,Y
OJ,178706,555555,POLICE,DPITTSBURGH DOWNTOWN PARNERSHIP,7/16/2015,7/19/2015,5945-15,262,,,,CONTRACT REVIEW,Y
OU,179526,2118315,ECONOMIC DEVELOPMENT,FALCONHURST RESTORATION LP,7/17/2015,7/16/2016,6372-15,266,,,,CONTRACT REVIEW,Y
OU,179528,2118315,ECONOMIC DEVELOPMENT,FALCONHURST RESTORATION LP,7/17/2015,7/16/2016,6371-15,266,,,,CONTRACT REVIEW,Y
OS,179062,1069483,PUBLIC WORKS CAPITAL,MANN CONSTRUCTION INC,7/27/2015,12/22/2015,6156-15,269,,,,CONTRACT REVIEW,Y
OS,179062,1069483,PUBLIC WORKS CAPITAL,MANN CONSTRUCTION INC,7/27/2015,11/24/2015,6156-15,263,,,,CONTRACT REVIEW,Y
OJ,182637,2234044,PUBLIC WORKS CAPITAL,R  P MISTICK HOLDINGS LLC,7/28/2015,7/28/2025,6302-15,270,,,,CONTRACT REVIEW,
OU,178762,2207138,NON-DEPT EXPENDITURES,SIMMONS WILLIAM T,7/28/2015,7/28/2015,6290-15,263,,,,CONTRACT REVIEW,Y
OU,178759,2017176,NON-DEPT EXPENDITURES,KOLMAN ELY PC,7/29/2015,7/29/2015,6294-15,263,,,,CONTRACT REVIEW,Y
OU,178758,2210561,NON-DEPT EXPENDITURES,ESTATE OF DEREK BLACK DECEASED,7/29/2015,7/29/2015,6294-15,263,,,,CONTRACT REVIEW,Y
PI,48582,957101,PURCHASING,INTERMOUNTAIN LABS,7/31/2015,7/12/2016,,269,,,,CONTRACT REVIEW,Y
OU,182763,121546,ECONOMIC DEVELOPMENT,ALLEGHENY COUNTY LIBRARY ASSOC,8/1/2015,6/30/2016,6565-15,270,,,,CONTRACT REVIEW,
OU,182061,125193,KANE REGIONAL CENTERS,DS SERVICES OF AMERICA INC DBA,8/1/2015,9/30/2017,6183-15,270,,,,CONTRACT REVIEW,Y
OU,182061,125193,KANE REGIONAL CENTERS,DS SERVICES OF AMERICA INC DBA,8/1/2015,8/30/2017,6183-15,270,,,,CONTRACT REVIEW,Y
OJ,182052,136137,PUBLIC WORKS OPERATING,PORT AUTHORITY OF ALLEGHENY CO,8/1/2015,12/31/2015,6566-15,269,,,,CONTRACT REVIEW,Y
OU,182008,2225851,COURT OF COMMON PLEAS,429 FORBES KPP II FORBES AVE L,8/1/2015,10/31/2019,6715-15,269,,,,CONTRACT REVIEW,Y
OU,182009,2225851,JUVENILE COURT PLACEMENT,429 FORBES KPP II FORBES AVE L,8/1/2015,12/31/2020,6716-15,269,,,,CONTRACT REVIEW,Y
OU,182021,2225851,COURT OF COMMON PLEAS,429 FORBES KPP II FORBES AVE L,8/1/2015,11/30/2020,6712-15,269,,,,CONTRACT REVIEW,Y
OU,182039,2225851,COURT OF COMMON PLEAS,429 FORBES KPP II FORBES AVE L,8/1/2015,4/30/2020,6713-15,269,,,,CONTRACT REVIEW,Y
OU,182040,2225851,COURT OF COMMON PLEAS,429 FORBES KPP II FORBES AVE L,8/1/2015,7/31/2018,6714-15,269,,,,CONTRACT REVIEW,Y
OU,49608,863085,ADMINISTRATIVE SERVICES,LEXINGTON TECHNOLOGY PARK,8/1/2015,7/31/2016,,269,,,,CONTRACT REVIEW,Y
OU,181760,2218621,HEALTH,BACKMAN DEBORAH E,8/1/2015,10/30/2015,6350-15,269,,,,CONTRACT REVIEW,Y
OU,97987,1489356,KANE REGIONAL CENTERS,CATHOLIC DIOCESE OF PITTSBURGH,8/1/2015,2/29/2016,539609;546210;585712,268,,,,CONTRACT REVIEW,Y
OU,180138,743538,COURT OF COMMON PLEAS,17TH STREET  CARSON LP,8/1/2015,12/31/2025,6313-15,267,,,,CONTRACT REVIEW,Y
OU,179867,1985182,COURT OF COMMON PLEAS,EMOKSHA CONSULTING LLC,8/1/2015,7/31/2016,6322-15,267,,,,CONTRACT REVIEW,Y
OU,180093,126012,HUMAN SERVICES,CENTER FOR VICTIMS,8/1/2015,7/31/2016,5223-15,266,,,,CONTRACT REVIEW,Y
OU,180085,126012,HUMAN SERVICES,CENTER FOR VICTIMS,8/1/2015,7/31/2016,5223-15,267,,,,CONTRACT REVIEW,Y
OU,179694,2116783,ECONOMIC DEV,BOROUGH OF AVALON,8/1/2015,8/1/2017,5590-15,266,,,,CONTRACT REVIEW,Y
OU,11612,130096,KANE REGIONAL CENTERS,KUNKLE JEFFREY,8/1/2015,7/31/2016,6293-15,264,,,,CONTRACT REVIEW,Y
PI,48548,641279,PURCHASING,AMERICAN ROCK SALT CO INC,8/1/2015,7/31/2016,,,,,,CONTRACT REVIEW,Y
OU,178773,125130,ECONOMIC DEVELOPMENT,CRAFTON BOROUGH,8/1/2015,8/1/2017,5989-15,263,,,,CONTRACT REVIEW,Y
PI,48537,2140456,PURCHASING,SMARADT EQUIPMENT,8/1/2015,7/31/2016,6121-15,261,,,,CONTRACT REVIEW,Y
OU,178477,733197,COURT OF COMMON PLEAS,IHEARTMEDIA INC,8/1/2015,1/31/2016,6171-15,261,,,,CONTRACT REVIEW,Y
OU,177529,135835,HUMAN SERVICES,PGH AIDS TASK FORCE,8/1/2015,7/31/2016,5217-15,258,,,,CONTRACT REVIEW,Y
PI,165961,121509,PURCHASING,ABCO FIRE PROTECTION INC,8/1/2015,7/31/2016,,257,,,,CONTRACT REVIEW,Y
OU,176463,130877,HEALTH,MONTEMURRO JUDITH,8/1/2015,7/31/2017,,257,,,,CONTRACT REVIEW,Y
OU,176265,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,8/1/2015,7/31/2016,521115,256,,,,CONTRACT REVIEW,Y
PI,3223,CITY ONLY,PURCHASING,MIKE THE BALLOON GUY,8/1/2015,7/31/2016,,256,,,,CONTRACT REVIEW,Y
M,173054,140282,HUMAN SERVICES,VETERANS LEADERSHIP PROGRAM OF,8/1/2015,7/31/2016,5223-15,253,,,,CONTRACT REVIEW,Y
OS,179540,131572,PUBLIC WORKS CAPITAL,THE LANE CONSTRUCTION CORP,8/3/2015,12/6/2015,6264-15,270,,,,CONTRACT REVIEW,Y
OS,177785,1418007,PUBLIC WORKS CAPITAL,MOSITES CONSTRUCTION COMPANY,8/3/2015,10/19/2016,5956-15,270,,,,CONTRACT REVIEW,Y
OS,179540,131572,PUBLIC WORKS CAPITAL,THE LANE CONSTRUCTION CORP,8/3/2015,11/11/2015,6264-15,266,,,,CONTRACT REVIEW,Y
OU,178804,2081467,PARKS,CLANCY DALE A JR,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178800,2199037,PARKS,WILLIAMS JERAHME,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178807,2081458,PARKS,PROSSER GAVIN J,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178806,2199036,PARKS,LARKIN AMANDA J,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178810,2199040,PARKS,WEIR SAMANTHA,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178801,2199038,PARKS,CORCORAN NICOLE,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178812,2081461,PARKS,BROWN RENEE BARBARA ANN,8/4/2015,8/11/2015,6259-15,262,,,,CONTRACT REVIEW,Y
OU,178905,133043,NON-DEPT EXPENDITURES,LEIBOWITZ MARVIN,8/6/2015,8/6/2015,6343-15,263,,,,CONTRACT REVIEW,Y
OS,177785,1418007,PUBLIC WORKS CAPITAL,MOSITES CONSTRUCTION COMPANY,8/6/2015,10/16/2016,5956-15,259,,,,CONTRACT REVIEW,Y
PI,48360,681965,PURCHASING,HELENA CHEMICAL CO,8/9/2015,8/8/2016,,257,,,,CONTRACT REVIEW,Y
OJ,177096,2066444,PARKS,KONOPELSKI FESTIVALS LLC,8/13/2015,8/16/2015,5800-15,257,,,,CONTRACT REVIEW,Y
OU,181826,2213440,EMERGENCY MANAGEMENT,COMMUNICATION CENTER SPECIALIS,8/14/2015,12/31/2015,6636-15,269,,,,CONTRACT REVIEW,Y
OJ,179271,1810505,HEALTH,NATIONAL MULTIPLE SCLEROSIS SO,8/15/2015,8/14/2016,6167-15,264,,,,CONTRACT REVIEW,Y
OJ,178465,783553,HEALTH,UPMC PRESBYTERIAN SHADYSIDE,8/15/2015,8/14/2045,6168-15,263,,,,CONTRACT REVIEW,Y
OJ,179012,126566,HEALTH,EAST LIBERTY FAMILY HEALTH CAR,8/15/2015,8/14/2016,6166-15,263,,,,CONTRACT REVIEW,Y
OJ,178705,1104597,HEALTH,GLOBAL LINKS,8/15/2015,8/14/2016,6168-15,263,,,,CONTRACT REVIEW,Y
OJ,178690,1136490,HEALTH,SQUIRREL HILL HEALTH CENTER,8/15/2015,8/14/2016,6168-15,263,,,,CONTRACT REVIEW,Y
OJ,178924,1993714,HEALTH,UNIVERSITY OF PITTSBURGH PHYSI,8/15/2015,8/14/2016,6167-15,263,,,,CONTRACT REVIEW,Y
OJ,178918,1073491,HEALTH,JEWISH FAMILY AND CHILDRENS SE,8/15/2015,8/14/2016,6168-15,263,,,,CONTRACT REVIEW,Y
OJ,178919,128387,HEALTH,GREATER PGH COMMUNITY FOOD BAN,8/15/2015,8/14/2016,6166-15,263,,,,CONTRACT REVIEW,Y
OJ,178471,133695,HEALTH,MERCY LIFE CENTER CORP DBA MER,8/15/2015,8/14/2016,6166-15,261,,,,CONTRACT REVIEW,Y
OJ,178466,133695,HEALTH,MERCY LIFE CENTER CORP DBA MER,8/15/2015,8/14/2016,6167-15,261,,,,CONTRACT REVIEW,Y
OJ,178468,135835,HEALTH,PGH AIDS TASK FORCE,8/15/2015,8/14/2016,6166-15,261,,,,CONTRACT REVIEW,Y
OJ,178469,783553,HEALTH,UPMC PRESBYTERIAN SHADYSIDE,8/15/2015,8/14/2016,6167-15,261,,,,CONTRACT REVIEW,Y
OU,182068,121900,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY NORTH COG,8/18/2015,8/17/2016,,270,,,,CONTRACT REVIEW,
OU,182220,139866,ECONOMIC DEVELOPMENT,TWIN RIVERS C O G,8/19/2015,8/18/2016,6609-15,270,,,,CONTRACT REVIEW,
OU,182216,139866,ECONOMIC DEVELOPMENT,TWIN RIVERS C O G,8/19/2015,8/18/2016,6617-15,270,,,,CONTRACT REVIEW,
OU,181889,134852,ECONOMIC DEVELOPMENT,NORTH HILLS COG,8/19/2015,6/30/2016,6437-15,269,,,,CONTRACT REVIEW,Y
OU,182353,139859,ECONOMIC DEVELOPMENT,TURTLE CREEK VALLEY COG,8/21/2015,6/30/2016,6575-15,270,,,,CONTRACT REVIEW,
OU,181312,139859,ECONOMIC DEVELOPMENT,TURTLE CREEK VALLEY COG,8/21/2015,6/30/2016,6513-15,268,,,,CONTRACT REVIEW,Y
OU,180070,2206924,NON-DEPT EXPENDITURES,KRAEMER MANES  ASSOCIATES,8/21/2015,8/21/2015,6402-15,267,,,,CONTRACT REVIEW,Y
OU,182352,139859,ECONOMIC DEVELOPMENT,TURTLE CREEK VALLEY COG,8/24/2015,6/30/2016,6576-15,270,,,,CONTRACT REVIEW,
